reviewerID,rating,AvgRating,AvgReviewPerDay,usefulCount,firstCount,reviewCount,reviewContentLength,PerCapWords,hasURL,similarity,filtered
139,4,3.294117647,1.0625,4,145,377,143,1.398601399,0,1,0
139,4,3.294117647,1.0625,4,145,377,143,1.398601399,0,1,1
396,5,3.764705882,1,3,86,413,88,0,0,0.23245126,0
11,2,3.913043478,1,5,151,1011,148,0,0,0.190169536,0
571,4,3.666666667,1.5,2,5,66,139,0,0,0.330390908,0
181,4,3.777777778,1,0,30,315,145,0.689655172,0,0.196431414,0
572,4,4,1,2,26,120,81,2.469135802,0,0.231569222,0
26,4,3.5,1.272727273,0,106,1032,74,1.351351351,0,0.328977976,1
573,1,3,1,0,0,6,127,0,0,0.187270362,1
132,3,4.083333333,1,0,49,245,29,0,0,0.176303486,0
86,2,3.391304348,1.232142857,2,938,1749,63,0,0,0.281121813,0
76,4,3.111111111,1,5,22,110,45,0,0,0.233846753,0
65,3,2.976744186,1.131578947,0,59,725,160,0,0,0.186864731,0
501,5,3.6,1,2,1,41,70,0,0,0.275254017,0
81,1,3.068965517,1.094339623,1,356,927,89,0,0,0.194109291,0
380,3,3.5,1.2,0,8,104,122,0,0,0.216634364,0
115,4,4,1,0,15,139,32,0,0,0.315822506,0
4,3,3.685714286,1.09375,1,133,725,119,0,0,0.205719335,0
574,4,4.083333333,1.2,1,80,269,153,1.960784314,0,0.25503345,0
370,4,3.692307692,1.083333333,1,51,261,54,0,0,0.328593895,0
96,4,3,1.294117647,0,37,238,26,11.53846154,0,0.328517109,1
25,4,3.529411765,1.0625,1,90,451,86,0,0,0.211193294,0
145,4,4.166666667,1,1,11,177,147,1.360544218,0,0.247135406,0
575,4,4,1,0,1,33,25,0,0,0.232254315,0
7,3,3.879310345,1.126213592,1,1388,2530,98,0,0,0.32599806,0
45,3,4.25,1.037037037,3,57,436,152,0,0,0.201144788,1
11,5,3.913043478,1,7,151,1011,149,0,0,0.30089008,0
2,1,3.677966102,1.035087719,5,834,1463,72,0,0,0.40286028,0
576,3,3,1,0,3,25,83,0,0,0.301436207,0
300,5,4,1,3,79,427,116,0,0,0.215253045,0
43,4,3.875,1.6,0,154,678,73,0,0,0.607803961,0
478,4,3.384615385,1.625,0,58,152,117,0,0,0.356404159,0
119,4,3.767857143,1.037037037,3,232,893,99,0,0,0.226575965,0
67,5,4.366666667,1.153846154,1,273,703,84,1.19047619,0,0.263125397,0
6,3,3.4,1.086956522,0,24,461,44,0,0,0.17423272,0
13,2,3.2,1,0,45,306,63,1.587301587,0,0.198961021,0
284,3,3.714285714,1.272727273,9,87,485,155,0,0,0.322316921,0
124,4,3.333333333,1.5,0,21,175,13,15.38461538,0,0.305615473,0
61,5,4.2,1.111111111,2,22,418,146,0,0,0.190120253,1
232,2,3.384615385,1.444444444,5,17,265,71,0,0,0.267008345,0
65,2,2.976744186,1.131578947,0,59,725,61,1.639344262,0,0.186654983,1
358,4,4.166666667,1.333333333,2,17,195,160,0,0,0.246318937,0
475,4,4.090909091,1.571428571,0,1,52,8,0,0,0.954581089,1
560,3,3.944444444,1.5,0,16,385,132,0,0,0.182167998,0
19,5,4,1,12,7,112,69,24.63768116,0,0.223849745,0
126,5,4.045454545,1.222222222,3,84,365,146,0,0,0.153025314,0
84,3,3.636363636,1.1,3,119,320,67,0,0,0.227096737,0
32,5,3.157894737,1.055555556,2,43,260,94,1.063829787,0,0.282300663,0
577,4,3.75,1,0,7,43,145,0,0,0.346650709,1
119,5,3.767857143,1.037037037,6,232,893,54,0,0,0.117761301,0
160,5,3.45,1.25,4,92,503,154,0,0,0.240696031,0
50,4,3.888888889,2.25,0,1,123,154,0,0,0.140090235,0
578,5,5,1,1,3,16,37,0,0,0.294720539,1
310,3,3.820512821,1.181818182,2,29,559,101,0,0,0.203583474,0
87,4,3.4,1.153846154,1,9,261,83,0,0,0.172995414,0
405,4,3.875,1.142857143,8,30,131,148,2.027027027,0,0.171078108,0
579,3,3.5,1,0,4,47,140,0,0,0.250477771,0
360,5,3.923076923,1.083333333,1,22,229,99,0,0,0.259831856,0
29,3,3.977272727,1.1,2,316,1146,83,0,0,0.408872715,0
580,3,3.8,1.666666667,4,1,23,10,0,0,0.355602876,1
198,5,4,1.25,1,54,258,111,0,0,0.216941153,0
66,5,4.733333333,1.071428571,0,65,246,92,0,0,0.307101147,0
289,3,3.837209302,1.102564103,13,172,973,149,0,0,0.165572921,0
319,5,3.666666667,1.285714286,0,0,81,14,0,0,0.311486754,1
81,4,3.068965517,1.094339623,1,356,927,73,0,0,0.182970088,0
175,4,3.886363636,1,18,95,1010,159,0,0,0.128517655,0
441,1,3.964285714,1.217391304,6,203,691,160,0,0,0.208167479,0
456,4,4.222222222,1,3,0,143,78,0,0,0.220469436,0
114,5,4.157894737,1,2,94,580,133,0,0,0.136605927,0
581,3,3.1,10,0,0,60,104,0,0,0.220018055,1
582,4,4.5,2,0,0,6,45,0,0,0.270329008,1
244,4,3.8,1,1,53,67,118,0,0,0.216011471,0
29,4,3.977272727,1.1,3,316,1146,90,0,0,0.271038267,0
7,3,3.879310345,1.126213592,0,1388,2530,82,1.219512195,0,0.251567086,0
276,5,3.764705882,1.0625,0,110,408,105,0,0,0.268798833,0
26,4,3.5,1.272727273,0,106,1032,9,0,0,0.223159756,0
6,5,3.4,1.086956522,1,24,461,96,1.041666667,0,0.170357341,0
196,3,3.529411765,1.133333333,0,7,201,42,0,0,0.267239277,0
88,5,4.269230769,1.155555556,4,662,1158,108,0,0,0.128419316,0
349,5,3.666666667,1,0,26,84,130,1.538461538,0,0.185008304,0
406,5,4,1.2,0,16,114,80,0,0,0.455957737,0
122,4,4.139534884,1.131578947,3,76,738,141,0,0,0.273940754,0
291,4,3.5,1.166666667,3,27,249,30,0,0,0.216996933,0
226,1,3.952380952,1,3,169,329,87,0,0,0.113384722,0
535,2,3.111111111,1.125,0,49,215,86,0,0,0.230591497,0
203,5,4.1,1,1,16,198,149,0.67114094,0,0.361270262,0
144,4,4.272727273,1,6,88,299,54,3.703703704,0,0.267159094,0
280,3,4.064516129,1,3,260,1215,160,0,0,0.246882617,0
583,5,5,1,0,1,10,69,0,0,0.318210035,1
111,2,3.928571429,1.076923077,3,44,231,67,0,0,0.211193294,0
63,2,4,1.045454545,8,33,491,141,0.709219858,0,0.298060337,0
217,4,3.714285714,1.105263158,2,21,451,142,0.704225352,0,0.219695483,0
103,4,3.25,1,0,21,107,147,1.360544218,0,0.467011439,0
19,4,4,1,2,7,112,141,0,0,0.316628905,0
118,3,3.125,1,1,20,178,155,0,0,0.208752531,0
584,5,3.666666667,1.285714286,9,6,32,76,0,0,0.318670883,1
119,4,3.767857143,1.037037037,1,232,893,131,0.763358779,0,0.32524764,0
253,4,4.181818182,1.571428571,1,473,612,59,0,0,0.210881122,0
254,5,3.923076923,1.3,0,64,198,99,2.02020202,0,0.329599014,0
4,4,3.685714286,1.09375,3,133,725,122,0,0,0.170020009,0
325,4,4.285714286,1.4,0,11,107,112,1.785714286,0,0.25616471,0
58,4,4.189189189,1.088235294,2,432,926,170,0,0,0.257357186,0
344,1,2,1,1,17,99,46,0,0,0.289450375,1
259,4,3.684210526,1.055555556,2,167,757,138,0,0,0.255468803,0
26,1,3.5,1.272727273,1,106,1032,34,0,0,0.221651418,0
287,4,3.935483871,1.068965517,0,103,773,128,0,0,0.181801945,0
135,5,2.923076923,1.083333333,14,72,379,154,0.649350649,0,0.194570773,0
585,4,3.8,1.25,0,0,24,24,0,0,0.370356421,1
22,5,4.333333333,1.411764706,1,94,321,80,1.25,0,0.266552572,0
52,3,2.888888889,1,0,23,240,134,0,0,0.189161781,0
478,4,3.384615385,1.625,1,58,152,136,0,0,0.253873906,0
476,4,3.923076923,1.181818182,0,66,250,90,0,0,0.393412511,0
289,5,3.837209302,1.102564103,1,172,973,153,0,0,0.241512369,0
85,4,3.923076923,1,4,42,451,145,0.689655172,0,0.150094232,0
540,3,3.5,1,0,48,225,58,0,0,0.255244066,0
254,4,3.923076923,1.3,0,64,198,76,0,0,0.340352745,0
67,5,4.366666667,1.153846154,0,273,703,54,0,0,0.28760596,0
231,3,3.785714286,1.076923077,2,56,409,150,1.333333333,0,0.176359456,0
7,4,3.879310345,1.126213592,2,1388,2530,46,0,0,0.418646396,0
86,1,3.391304348,1.232142857,2,938,1749,144,0.694444444,0,0.224709024,0
276,3,3.764705882,1.0625,4,110,408,132,0.757575758,0,0.207482991,0
86,2,3.391304348,1.232142857,3,938,1749,10,10,0,0.403401202,1
11,5,3.913043478,1,3,151,1011,137,1.459854015,0,0.161254219,0
528,4,3.666666667,1.5,0,4,21,144,0.694444444,0,0.19447841,0
586,5,5,1,0,1,16,32,6.25,0,0.170159646,0
81,4,3.068965517,1.094339623,1,356,927,100,0,0,0.163979997,0
41,5,3.888888889,1.125,4,7,107,59,0,0,0.245832437,0
310,4,3.820512821,1.181818182,4,29,559,104,0,0,0.16045323,0
82,3,3.833333333,1,3,76,232,105,0,0,0.310531935,0
442,4,3.666666667,1.5,2,1,15,152,0,0,0.372468686,0
174,3,3.903225806,1.55,0,88,632,51,0,0,0.302252606,0
284,3,3.714285714,1.272727273,3,87,485,50,0,0,0.25825527,0
587,3,3,1.333333333,2,1,26,51,0,0,0.395876117,0
175,5,3.886363636,1,13,95,1010,154,1.948051948,0,0.213709314,0
273,5,3.272727273,1,1,35,302,130,1.538461538,0,0.157794548,0
193,4,3.222222222,1,0,6,168,114,0,0,0.243364266,0
12,4,3.92,1,12,137,548,148,0,0,0.158815698,0
18,5,3.709090909,1.25,1,278,1167,72,1.388888889,0,0.183894596,0
567,5,3.5,1.2,0,28,182,142,0,0,0.221933859,0
284,3,3.714285714,1.272727273,0,87,485,158,0,0,0.268373151,1
111,5,3.928571429,1.076923077,4,44,231,59,0,0,0.22392064,0
196,4,3.529411765,1.133333333,0,7,201,33,0,0,0.182533828,0
284,4,3.714285714,1.272727273,2,87,485,154,0,0,0.452685321,0
81,4,3.068965517,1.094339623,0,356,927,80,0,0,0.160234639,0
588,4,4,1,0,5,47,51,0,0,0.220172974,0
589,5,2.75,1,1,0,17,58,0,0,0.223046322,0
305,1,3.230769231,1.083333333,1,154,429,51,0,0,0.16958371,0
493,5,4.333333333,1,0,12,70,132,2.272727273,0,0.215289623,0
58,5,4.189189189,1.088235294,2,432,926,101,0.99009901,0,0.390436275,1
291,1,3.5,1.166666667,0,27,249,34,2.941176471,0,0.228521456,0
478,4,3.384615385,1.625,0,58,152,135,0,0,0.266098876,1
348,3,3.75,1.333333333,0,4,60,98,1.020408163,0,0.133527207,0
537,3,3.8,2.5,0,0,65,121,0.826446281,0,0.451260621,1
131,2,2.875,1,0,48,155,112,0,0,0.223524405,0
81,4,3.068965517,1.094339623,0,356,927,112,1.785714286,0,0.142241806,0
289,2,3.837209302,1.102564103,18,172,973,154,0,0,0.139815639,0
198,3,4,1.25,2,54,258,151,0,0,0.340122236,0
144,4,4.272727273,1,4,88,299,54,0,0,0.181195843,0
478,3,3.384615385,1.625,3,58,152,153,0,0,0.430424364,0
293,5,4.222222222,1,0,16,124,112,0,0,0.247534825,0
226,3,3.952380952,1,2,169,329,75,0,0,0.251426154,1
174,3,3.903225806,1.55,4,88,632,78,0,0,0.252928327,0
253,4,4.181818182,1.571428571,0,473,612,32,0,0,0.237470997,0
275,4,3.583333333,1,0,38,267,149,0,0,0.229371054,0
35,4,4.388888889,2,1,13,177,15,6.666666667,0,0.242999083,0
284,4,3.714285714,1.272727273,3,87,485,163,0,0,0.293522359,0
174,4,3.903225806,1.55,1,88,632,37,2.702702703,0,0.211320305,0
310,3,3.820512821,1.181818182,4,29,559,115,0.869565217,0,0.453789109,1
1,3,4.129032258,1.107142857,2,268,543,110,0,0,0.225243469,0
441,5,3.964285714,1.217391304,1,203,691,59,0,0,0.180191421,1
406,3,4,1.2,0,16,114,127,1.57480315,0,0.341176722,0
63,3,4,1.045454545,2,33,491,24,0,0,0.251778062,0
590,4,4,1,0,5,47,75,1.333333333,0,0.165523138,0
256,3,3.888888889,1.35,1,65,459,47,2.127659574,0,0.182424228,0
334,5,4.142857143,1.166666667,1,10,92,159,0,0,0.328396934,0
484,2,4,1.166666667,4,40,134,153,0,0,0.230181788,0
318,1,3.642857143,1.166666667,0,24,405,153,0,0,0.17913419,0
567,4,3.5,1.2,0,28,182,138,0,0,0.229729931,0
280,4,4.064516129,1,9,260,1215,153,0,0,0.211193092,0
11,4,3.913043478,1,7,151,1011,148,0,0,0.144989626,0
140,4,2.75,1,1,24,147,151,0,0,0.184428333,0
0,4,3.75,1.090909091,0,76,349,143,0.699300699,0,0.169223521,0
300,4,4,1,6,79,427,101,0.99009901,0,0.18248602,0
104,3,3.315789474,1.055555556,2,36,512,154,0,0,0.252377456,0
54,4,3.823529412,1.0625,0,128,900,75,2.666666667,0,0.164838349,0
591,3,3.5,1,1,1,48,21,0,0,0.235934343,1
169,5,3.869565217,1.352941176,0,55,398,40,7.5,0,0.196458659,1
137,4,3.52173913,1.352941176,1,68,519,104,0,0,0.276962902,0
153,2,2.769230769,1.083333333,0,15,287,36,2.777777778,0,0.183585656,0
280,4,4.064516129,1,5,260,1215,116,0,0,0.205798552,0
95,1,3.352941176,1.0625,0,133,287,131,6.870229008,0,0.352902194,0
56,4,3.666666667,1.5,1,17,91,87,0,0,0.218767731,0
92,3,3.6,1,1,48,136,47,0,0,0.177073244,0
86,1,3.391304348,1.232142857,2,938,1749,49,0,0,0.165037072,0
423,3,3.5,1,0,14,234,60,1.666666667,0,0.187817555,0
519,5,5,2,1,5,30,86,0,0,0.362543109,0
592,4,4,1,1,7,23,66,0,0,0.162191848,0
409,2,3.285714286,1,0,52,218,126,6.349206349,0,0.221612316,0
305,5,3.230769231,1.083333333,1,154,429,101,0,0,0.344110943,0
95,5,3.352941176,1.0625,0,133,287,80,1.25,0,0.17532228,0
60,4,3.777777778,1.125,0,58,629,127,0.787401575,0,0.290165121,0
1,2,4.129032258,1.107142857,4,268,543,156,0,0,0.133321808,0
129,3,3.5,1.058823529,2,53,241,101,0,0,0.214873991,0
423,4,3.5,1,1,14,234,121,0.826446281,0,0.237371241,0
357,3,3.25,1.142857143,2,53,162,120,1.666666667,0,0.207224049,0
404,4,3.875,1.263157895,0,54,416,91,3.296703297,0,0.177008837,0
464,2,3.75,1,0,9,237,96,3.125,0,0.212681864,0
68,4,4.083333333,1,0,2,70,16,0,0,0.459072159,1
340,4,3.666666667,1,1,1,111,136,0.735294118,0,0.348493334,0
133,4,4.055555556,1.2,1,36,333,89,0,0,0.23086258,0
3,5,3.5,1,1,43,158,151,0.662251656,0,0.441762628,0
494,4,3.15,1.333333333,3,0,69,132,0,0,0.134728606,1
153,3,2.769230769,1.083333333,1,15,287,45,2.222222222,0,0.256950514,0
593,4,3.285714286,1.166666667,1,78,155,35,0,0,0.195000027,0
6,2,3.4,1.086956522,2,24,461,42,0,0,0.172979975,0
7,4,3.879310345,1.126213592,2,1388,2530,72,1.388888889,0,0.381594684,0
88,5,4.269230769,1.155555556,6,662,1158,136,0,0,0.276470049,0
146,4,4.034482759,1.208333333,3,70,587,106,0,0,0.254049567,0
89,3,3.310344828,1.16,0,68,518,117,0.854700855,0,0.291635058,0
8,5,3.985294118,1.014925373,11,754,1693,137,0,0,0.177188171,0
180,3,3.666666667,1,1,10,173,119,0,0,0.197556432,0
0,4,3.75,1.090909091,0,34,199,56,0,0,0.225414525,0
594,4,4.25,1,0,13,65,106,0,0,0.220825374,0
38,5,3.96,1.086956522,6,192,523,144,0,0,0.214014344,0
3,5,3.5,1,1,43,158,152,0.657894737,0,0.167241848,0
312,5,4.125,1.142857143,16,9,118,127,0,0,0.264015807,1
65,3,2.976744186,1.131578947,0,59,725,85,0,0,0.267117096,0
132,3,4.083333333,1,0,49,245,86,1.162790698,0,0.152974425,0
349,5,3.666666667,1,3,26,84,66,0,0,0.196325578,0
0,4,3.75,1.090909091,0,1,52,64,0,0,0.149939275,0
62,3,3.636363636,1.047619048,1,46,426,21,14.28571429,0,0.186053872,0
513,5,3.571428571,1.272727273,2,40,250,58,0,0,0.272561702,0
75,5,4.230769231,1.181818182,0,42,144,79,0,0,0.175759051,0
411,4,4.428571429,1,0,0,119,152,0.657894737,0,0.154275713,1
381,3,3.55,1.111111111,0,172,319,13,0,0,0.41523591,0
387,4,3.846153846,1,14,39,278,85,0,1,0.166978648,0
282,3,3.6,1,1,16,82,124,0,0,0.20035436,1
377,3,3.75,1.090909091,7,26,216,104,0,0,0.364363727,0
22,4,4.333333333,1.411764706,0,94,321,153,0.653594771,0,0.375361368,0
595,5,5,1,0,0,4,29,0,0,0.360329706,1
496,4,3.863636364,1,3,85,530,147,0.680272109,0,0.146844834,0
355,5,3.386363636,2.444444444,1,35,213,56,0,0,0.235867972,1
0,3,3.75,1.090909091,0,83,383,142,0.704225352,0,0.248021044,0
177,1,3.5,1,0,83,293,26,0,0,0.186183961,0
1,5,4.129032258,1.107142857,9,268,543,99,0,0,0.387297868,0
381,4,3.55,1.111111111,0,172,319,44,2.272727273,0,0.216315155,0
485,2,3.454545455,1.1,1,29,221,134,0,0,0.204362585,0
375,2,3.25,1,1,14,119,39,2.564102564,0,0.144502781,0
380,5,3.5,1.2,0,8,104,146,0,0,0.254018222,0
235,4,3.583333333,1.2,0,206,562,82,0,0,0.32400858,0
298,3,4.222222222,1.285714286,2,17,161,155,0,0,0.18749034,0
130,3,3.533333333,1,4,166,392,149,0.67114094,0,0.157283488,0
473,5,3.75,1,0,3,105,64,0,0,0.306979454,0
487,4,3.363636364,1.833333333,1,5,179,138,1.449275362,0,0.324727593,0
383,3,3.444444444,1.125,0,12,113,60,1.666666667,0,0.189598359,1
7,5,3.879310345,1.126213592,2,1388,2530,122,1.639344262,0,0.255137604,0
404,3,3.875,1.263157895,0,54,416,25,0,0,0.125726704,0
234,1,3.956521739,1.095238095,3,96,371,78,0,0,0.337936991,0
94,4,3.173913043,1.045454545,0,157,605,130,0,0,0.176424756,0
596,3,3.666666667,1.5,0,1,29,50,0,0,0.340700288,1
597,3,3,1,0,5,29,108,0,0,0.232553502,0
192,4,4.315789474,1,0,160,565,26,0,0,0.179792939,0
570,4,4,1,1,27,135,145,0,0,0.246370922,0
172,4,4.1,1.111111111,0,8,142,33,0,0,0.148141465,0
29,5,3.977272727,1.1,1,316,1146,145,1.379310345,0,0.229787105,0
107,5,3.946428571,1.217391304,1,174,1022,103,0,0,0.171123404,0
598,3,3,1,0,0,36,149,0,0,0.167024718,1
44,5,4.428571429,1.105263158,2,158,567,130,2.307692308,0,0.138775013,0
150,3,3.666666667,1,2,65,236,84,0,0,0.187856476,1
21,4,3.692307692,1,2,270,932,100,2,0,0.185304467,0
449,4,3.2,1,0,10,123,60,1.666666667,0,0.181805187,0
119,4,3.767857143,1.037037037,2,232,893,104,0,0,0.206435826,0
599,4,4.333333333,1,1,0,10,22,0,0,0.350496526,1
552,2,4.333333333,1,0,19,107,158,2.53164557,0,0.256887105,0
88,5,4.269230769,1.155555556,4,662,1158,114,0.877192982,0,0.133506038,0
100,4,3,1.181818182,0,51,366,96,0,0,0.256000034,0
194,1,3,1.076923077,1,25,316,66,0,0,0.339181071,0
460,2,4.222222222,1,1,12,136,70,0,0,0.376344433,0
158,3,3.41025641,1.083333333,2,76,675,47,4.255319149,0,0.339905608,0
226,5,3.952380952,1,4,169,329,49,0,0,0.22570445,0
38,3,3.96,1.086956522,2,192,523,147,0.680272109,0,0.309555377,0
203,4,4.1,1,1,16,198,62,0,0,0.179279062,0
326,5,3.952380952,1,3,114,561,146,0.684931507,0,0.211609492,0
600,4,4,2,1,2,12,141,0,0,1,0
600,4,4,2,1,2,12,141,0,0,1,1
223,3,3.552631579,1,10,551,1132,154,0,0,0.222223841,0
280,4,4.064516129,1,8,260,1215,150,1.333333333,0,0.161570703,1
65,3,2.976744186,1.131578947,0,59,725,69,0,0,0.21466502,0
75,4,4.230769231,1.181818182,0,42,144,31,0,0,0.206178094,1
70,4,3.789473684,1.266666667,0,74,346,157,1.27388535,0,0.325174125,0
551,4,3.875,1,4,15,103,153,0,0,0.181896823,0
223,3,3.552631579,1,9,551,1132,152,0,0,0.23035408,0
224,2,4,1,0,22,246,150,0,0,0.494875014,0
408,5,3.666666667,1.125,1,123,190,133,0,0,0.237047898,0
601,5,4,1.333333333,0,16,67,82,1.219512195,0,0.196938961,0
86,1,3.391304348,1.232142857,4,938,1749,102,0,0,0.170779016,0
467,4,3.888888889,1.125,0,34,128,87,2.298850575,0,0.331826763,0
146,4,4.034482759,1.208333333,1,70,587,75,0,0,0.198820516,0
26,3,3.5,1.272727273,0,106,1032,41,0,0,0.246924954,0
192,5,4.315789474,1,1,160,565,64,0,0,0.31520354,0
8,4,3.985294118,1.014925373,12,754,1693,154,0,0,0.309911214,0
325,4,4.285714286,1.4,0,11,107,102,0,0,0.159613816,0
602,4,4,1,1,20,176,145,0.689655172,0,0.173629038,0
453,3,4.333333333,1,2,1,48,57,0,0,0.178227238,1
603,4,4,1,1,0,6,82,0,0,0.169563336,1
69,5,3.714285714,1,2,9,51,151,0,0,0.231346943,0
604,4,4.333333333,1.5,0,0,26,109,0,0,0.264140432,0
0,3,3.75,1.090909091,2,83,383,148,2.027027027,0,0.172804366,0
27,4,3.5,1,5,92,173,143,0.699300699,0,0.129801507,0
160,2,3.45,1.25,0,92,503,148,0.675675676,0,0.255849978,0
287,5,3.935483871,1.068965517,0,103,773,152,1.315789474,0,0.290265962,1
485,5,3.454545455,1.1,2,29,221,85,0,0,0.471262893,0
605,5,4.5,1,0,8,84,148,0,0,0.334249906,0
606,5,5,1,1,5,14,94,0,0,0.292550534,1
32,1,3.157894737,1.055555556,1,43,260,71,7.042253521,0,0.144807295,0
30,5,4.105263158,1.357142857,1,157,316,140,0,1,0.157533812,0
548,5,4.5,1,0,0,3,43,0,0,0.1880604,1
123,5,3.666666667,1.090909091,1,2,195,42,2.380952381,1,0.384347075,0
607,4,3.6,1,0,7,138,30,0,0,0.486812353,0
30,5,4.105263158,1.357142857,0,157,316,8,0,0,0.358112046,0
249,4,3.75,1.052631579,0,28,341,124,0.806451613,0,0.218055431,0
87,5,3.4,1.153846154,0,9,261,123,2.43902439,0,0.388774091,0
554,5,3.75,1.333333333,0,10,85,47,0,0,0.195962831,0
158,3,3.41025641,1.083333333,1,76,675,55,0,0,0.327171059,0
410,5,3.6,1,0,17,127,36,0,0,0.253976648,1
69,3,3.714285714,1,1,9,51,146,0,1,0.140399563,0
608,5,5,1,0,0,6,27,3.703703704,0,0.323706248,0
382,4,3.7,1,0,46,226,149,0,0,0.205813235,1
35,4,4.388888889,2,0,13,177,33,3.03030303,0,0.279987224,1
269,5,3.448275862,1.115384615,2,35,502,134,0,0,0.166580512,0
30,5,4.105263158,1.357142857,2,157,316,40,0,0,0.312620917,0
269,3,3.448275862,1.115384615,0,35,502,152,0,0,0.242534665,0
32,3,3.157894737,1.055555556,0,43,260,65,0,0,0.281010644,0
609,5,3.666666667,3,1,0,43,78,1.282051282,0,0.212309091,1
26,3,3.5,1.272727273,0,106,1032,17,0,0,0.284621535,0
72,5,4.142857143,1.076923077,1,49,528,124,0.806451613,0,0.395725308,0
302,3,3.611111111,1.5,1,38,271,143,1.398601399,0,0.180749367,0
610,5,4.5,1,3,2,29,134,0.746268657,0,0.248613709,0
300,5,4,1,2,79,427,136,0,0,0.173597877,0
225,4,4.055555556,1.125,0,34,318,150,0,0,0.318890448,1
129,3,3.5,1.058823529,0,53,241,150,0,0,0.19843595,0
45,3,4.25,1.037037037,3,57,436,140,0,0,0.221919279,0
535,4,3.111111111,1.125,1,49,215,91,0,0,0.168206035,0
53,3,3.894736842,1.117647059,0,93,745,35,2.857142857,0,0.23890235,0
611,4,4.5,1.333333333,0,3,8,105,0,0,0.204067926,1
612,5,3.8,1,0,10,161,12,0,0,0.33712311,0
160,3,3.45,1.25,0,92,503,105,0,0,0.195074181,0
13,3,3.2,1,0,45,306,111,0,0,0.250357717,1
197,4,4,1.071428571,2,160,279,140,0.714285714,0,0.240427073,0
210,4,3.888888889,1.285714286,0,8,136,135,0,0,0.177893986,0
178,5,3.923076923,1.083333333,4,103,294,79,0,0,0.362212195,0
219,5,5,1,1,38,123,119,1.680672269,0,0.204997703,0
423,3,3.5,1,0,14,234,107,0.934579439,0,0.140983297,0
613,5,3.166666667,2,0,0,15,59,0,0,0.255187363,1
163,4,3.894736842,1.075471698,4,91,996,91,0,0,0.228662724,0
88,4,4.269230769,1.155555556,0,662,1158,47,0,0,0.30768263,0
451,3,3.692307692,1,8,78,340,149,0,0,0.158183571,0
492,2,3.333333333,1,0,10,87,139,0.71942446,0,0.189726428,0
83,4,3.964285714,1.076923077,2,94,697,147,0.680272109,0,0.171138974,0
114,5,4.157894737,1,2,94,580,135,0.740740741,0,0.188019921,0
276,5,3.764705882,1.0625,1,110,408,55,0,0,0.183221804,0
403,3,4,1.333333333,0,2,65,45,0,0,0.256386403,0
275,4,3.583333333,1,0,38,267,88,1.136363636,0,0.175970435,1
614,5,4.333333333,1,1,4,101,149,2.013422819,0,0.219325392,0
615,3,3.666666667,1,3,6,55,100,1,0,0.182045853,0
543,3,2,1,1,2,47,53,0,0,0.278940801,0
386,4,3.6,1,0,50,168,151,0,0,0.265980416,1
58,3,4.189189189,1.088235294,1,432,926,46,2.173913043,0,0.144804062,0
483,2,3.75,1.142857143,0,11,171,123,0,0,0.177067907,0
560,5,3.944444444,1.5,1,16,385,86,0,0,0.185205354,0
616,4,3,1.5,0,2,8,19,0,0,0.331452447,1
497,4,4.333333333,3,1,7,26,46,2.173913043,0,0.284022262,0
617,4,4,1,1,1,28,147,0,0,0.195637098,0
175,3,3.886363636,1,6,95,1010,159,0.628930818,0,0.159821697,0
104,2,3.315789474,1.055555556,1,36,512,136,1.470588235,0,0.298117713,0
330,4,3.222222222,1.285714286,0,62,180,93,5.376344086,0,0.254251047,0
21,3,3.692307692,1,2,270,932,143,1.398601399,0,0.270519079,0
107,4,3.946428571,1.217391304,2,174,1022,147,0,0,0.141906634,1
63,4,4,1.045454545,3,33,491,156,0,0,0.224675352,0
513,3,3.571428571,1.272727273,0,40,250,44,0,0,0.239341808,0
618,4,4,1,0,1,45,144,0.694444444,0,0.22875858,0
174,3,3.903225806,1.55,1,88,632,35,2.857142857,0,0.256435047,0
502,2,3.428571429,1.166666667,2,31,119,114,0.877192982,0,0.198918817,0
7,4,3.879310345,1.126213592,2,1388,2530,138,0,0,0.38313804,0
183,3,4.461538462,1.444444444,0,110,146,56,1.785714286,0,0.266821811,0
217,3,3.714285714,1.105263158,0,21,451,156,1.282051282,0,0.186317398,0
619,2,3.5,2,3,11,25,155,1.290322581,0,0.167588352,0
603,4,4,1,0,0,6,135,0,0,0.176663379,1
102,3,3.363636364,1,1,121,184,81,2.469135802,0,0.18190403,0
44,5,4.428571429,1.105263158,1,158,567,92,0,0,0.131211051,0
2,3,3.677966102,1.035087719,2,834,1463,62,0,0,0.16239031,0
137,4,3.52173913,1.352941176,0,68,519,40,0,0,0.230725229,0
7,3,3.879310345,1.126213592,0,1388,2530,83,0,0,0.315147746,0
91,4,3.886792453,1.039215686,1,302,917,157,0.636942675,0,0.189742778,1
7,3,3.879310345,1.126213592,1,1388,2530,28,0,0,0.311213657,0
72,4,4.142857143,1.076923077,8,49,528,70,0,0,0.139257392,0
285,5,4,1,0,8,73,8,0,0,0.215896902,0
280,4,4.064516129,1,4,260,1215,152,1.315789474,0,0.408066723,0
354,3,2.941176471,1.0625,1,50,322,90,0,0,0.208213831,1
289,1,3.837209302,1.102564103,8,172,973,136,0,0,0.145445662,0
42,5,3.85,1,2,68,478,146,0,0,0.166176307,0
21,4,3.692307692,1,4,270,932,110,0.909090909,0,0.184289793,1
